order_id,customer_id,product_id,quantity,price,order_date
ORDER11255,CUST0240,P0076,5,10597,2024-07-02 02:33:15
ORDER11256,CUST0240,P0103,10,934641,2024-10-15 02:44:22
ORDER11257,CUST0240,P0160,3,1112297,2023-02-07 01:06:49
ORDER11258,CUST0241,P0044,5,1105244,2023-11-21 06:32:36
ORDER11259,CUST0242,P0031,10,1477583,2024-10-01 23:17:19
ORDER11260,CUST0242,P0209,1,353641,2024-09-27 02:42:35
ORDER11261,CUST0242,P0067,10,543586,2023-01-26 23:55:25
ORDER11262,CUST0242,P0188,3,1284766,2023-11-21 16:20:30
ORDER11263,CUST0242,P0219,2,1400210,2024-02-24 22:06:59
ORDER11264,CUST0242,P0293,3,820660,2024-06-28 17:11:17
ORDER11265,CUST0242,P0028,10,97107,2024-07-16 17:10:31
ORDER11266,CUST0242,P0096,1,282244,2024-07-25 13:57:57
ORDER11267,CUST0242,P0074,10,29286,2023-06-25 21:17:34
ORDER11268,CUST0242,P0281,3,364181,2025-03-14 05:43:52
ORDER11269,CUST0242,P0079,2,737344,2023-09-30 12:10:39
ORDER11270,CUST0242,P0251,5,952081,2024-07-28 21:12:53
ORDER11271,CUST0242,P0094,1,617731,2023-10-01 07:58:16
ORDER11272,CUST0242,P0237,3,1289832,2024-04-19 22:27:03
ORDER11273,CUST0242,P0093,1,370034,2024-05-18 16:58:43
ORDER11274,CUST0243,P0093,5,370034,2023-06-21 11:33:57
ORDER11275,CUST0243,P0247,2,35130,2024-01-15 22:12:40
ORDER11276,CUST0243,P0202,2,417784,2024-04-05 12:30:18
ORDER11277,CUST0243,P0216,1,423345,2025-01-24 14:08:34
ORDER11278,CUST0243,P0067,5,543586,2023-01-19 10:33:00
ORDER11279,CUST0244,P0047,1,1377337,2025-02-20 02:55:08
ORDER11280,CUST0244,P0031,3,1477583,2023-10-07 18:15:39
ORDER11281,CUST0244,P0099,1,169113,2023-05-24 03:53:02
ORDER11282,CUST0244,P0278,3,962712,2024-07-07 17:45:35
ORDER11283,CUST0244,P0004,2,672791,2024-06-06 05:37:33
ORDER11284,CUST0244,P0055,1,908010,2024-05-31 23:06:18
ORDER11285,CUST0244,P0183,3,543898,2024-09-16 20:22:30
ORDER11286,CUST0244,P0141,10,383182,2025-01-11 10:31:32
ORDER11287,CUST0244,P0281,3,364181,2025-01-06 17:35:52
ORDER11288,CUST0244,P0151,5,1452123,2025-03-30 05:49:09
ORDER11289,CUST0244,P0189,5,1091976,2025-02-02 23:40:19
ORDER11290,CUST0244,P0092,2,201319,2025-01-22 12:56:43
ORDER11291,CUST0244,P0167,5,311368,2024-08-07 20:34:28
ORDER11292,CUST0244,P0299,5,1268620,2023-01-18 04:40:11
ORDER11293,CUST0244,P0061,3,1214035,2024-04-15 16:10:37
ORDER11294,CUST0244,P0114,5,627436,2023-10-21 16:18:19
ORDER11295,CUST0244,P0138,2,1393025,2023-09-28 02:28:15
ORDER11296,CUST0244,P0166,3,325085,2023-12-14 09:03:21
ORDER11297,CUST0244,P0081,1,1114340,2024-04-26 20:30:58
ORDER11298,CUST0244,P0252,10,164637,2023-11-10 01:47:03
ORDER11299,CUST0245,P0209,10,353641,2023-10-27 10:36:40
ORDER11300,CUST0245,P0002,10,310200,2023-06-14 00:16:30
ORDER11301,CUST0245,P0164,5,419885,2023-05-31 12:41:15
ORDER11302,CUST0246,P0267,5,1040583,2023-11-25 09:04:28
ORDER11303,CUST0246,P0272,2,1195004,2023-11-18 19:45:19
ORDER11304,CUST0247,P0014,5,480783,2023-06-02 08:38:21
ORDER11305,CUST0248,P0217,5,543920,2024-05-16 02:19:20
ORDER11306,CUST0249,P0069,10,561134,2023-02-02 12:26:15
ORDER11307,CUST0249,P0137,5,873742,2023-12-13 21:26:08
ORDER11308,CUST0250,P0197,10,1037925,2024-07-05 05:35:27
ORDER11309,CUST0250,P0229,2,522467,2024-07-14 01:22:57
ORDER11310,CUST0251,P0266,2,38650,2024-02-16 23:15:38
ORDER11311,CUST0252,P0236,2,204681,2023-01-03 10:25:28
ORDER11312,CUST0252,P0213,2,520344,2023-09-29 18:18:44
ORDER11313,CUST0252,P0092,1,201319,2024-11-30 22:35:28
ORDER11314,CUST0253,P0091,10,613371,2023-05-28 11:32:35
ORDER11315,CUST0253,P0128,1,84873,2023-07-09 06:11:08
ORDER11316,CUST0254,P0076,1,10597,2025-04-02 10:46:51
ORDER11317,CUST0255,P0026,1,1087640,2024-12-25 19:07:40
ORDER11318,CUST0256,P0038,3,1365584,2024-11-07 01:21:42
ORDER11319,CUST0256,P0152,10,632396,2024-04-24 03:39:10
ORDER11320,CUST0256,P0173,5,468670,2023-01-23 09:15:00
ORDER11321,CUST0257,P0174,2,1271700,2024-07-05 15:18:00
ORDER11322,CUST0257,P0242,3,1134297,2024-03-23 13:47:32
ORDER11323,CUST0257,P0096,10,282244,2024-09-05 03:42:30
ORDER11324,CUST0258,P0023,10,957837,2023-01-01 01:06:51
ORDER11325,CUST0259,P0268,10,743478,2024-01-25 19:09:44
ORDER11326,CUST0259,P0032,2,734265,2025-03-29 05:39:39
ORDER11327,CUST0259,P0072,5,895832,2024-05-29 14:17:51
ORDER11328,CUST0260,P0038,3,1365584,2024-01-19 14:09:10
ORDER11329,CUST0260,P0067,2,543586,2025-02-27 06:01:51
ORDER11330,CUST0261,P0294,3,778461,2023-05-26 14:15:50
ORDER11331,CUST0261,P0168,10,346099,2024-01-17 18:13:38
ORDER11332,CUST0261,P0097,2,602582,2024-07-27 03:41:32
ORDER11333,CUST0261,P0007,2,400157,2024-08-06 09:21:06
ORDER11334,CUST0261,P0043,1,1305509,2024-02-05 14:37:55
ORDER11335,CUST0261,P0202,1,417784,2024-04-20 15:24:32
ORDER11336,CUST0261,P0167,10,311368,2023-04-03 13:13:25
ORDER11337,CUST0261,P0165,2,401997,2024-11-09 08:14:22
ORDER11338,CUST0261,P0133,2,1439619,2023-03-27 15:59:27
ORDER11339,CUST0261,P0202,2,417784,2023-05-15 20:54:31
ORDER11340,CUST0261,P0003,2,1022091,2023-11-22 00:45:49
ORDER11341,CUST0261,P0263,1,190782,2024-02-20 23:01:07
ORDER11342,CUST0261,P0085,1,1266072,2023-07-24 14:40:40
ORDER11343,CUST0261,P0139,1,381086,2025-02-11 23:00:21
ORDER11344,CUST0261,P0011,2,1449216,2024-09-20 03:28:34
ORDER11345,CUST0262,P0076,2,10597,2024-06-27 23:14:33
ORDER11346,CUST0263,P0096,5,282244,2024-12-26 17:20:10
ORDER11347,CUST0263,P0273,3,876710,2024-09-15 21:56:41
ORDER11348,CUST0263,P0292,2,342849,2023-04-11 23:52:21
ORDER11349,CUST0263,P0114,3,627436,2025-01-16 15:40:40
ORDER11350,CUST0263,P0278,1,962712,2025-04-07 12:23:14
ORDER11351,CUST0263,P0138,3,1393025,2023-08-02 13:40:03
ORDER11352,CUST0263,P0267,1,1040583,2023-02-10 22:07:19
ORDER11353,CUST0263,P0016,2,1172540,2024-10-05 18:12:07
ORDER11354,CUST0263,P0231,1,1024092,2023-01-13 12:08:32
ORDER11355,CUST0263,P0129,5,326189,2024-08-11 10:19:33
ORDER11356,CUST0263,P0047,10,1377337,2023-03-18 16:34:33
ORDER11357,CUST0263,P0271,10,319113,2025-01-19 06:59:45
ORDER11358,CUST0263,P0026,10,1087640,2023-02-20 23:27:55
ORDER11359,CUST0263,P0208,5,722054,2024-04-24 22:42:52
ORDER11360,CUST0263,P0020,3,825829,2025-03-09 01:34:34
ORDER11361,CUST0264,P0006,3,1447006,2023-06-03 08:58:29
ORDER11362,CUST0264,P0138,5,1393025,2025-02-09 03:44:20
ORDER11363,CUST0264,P0002,3,310200,2023-10-25 10:03:06
ORDER11364,CUST0265,P0088,2,1291717,2024-07-28 14:32:59
ORDER11365,CUST0265,P0233,10,399915,2023-04-11 23:02:49
ORDER11366,CUST0265,P0199,2,1262519,2024-04-28 01:13:04
ORDER11367,CUST0266,P0247,3,35130,2023-06-16 01:53:37
ORDER11368,CUST0266,P0097,1,602582,2024-12-14 19:13:33
ORDER11369,CUST0266,P0125,2,806756,2024-02-11 12:21:15
ORDER11370,CUST0267,P0015,5,1339174,2024-06-11 05:01:19
ORDER11371,CUST0267,P0074,10,29286,2023-07-22 00:54:37
ORDER11372,CUST0268,P0147,10,475752,2025-03-28 06:17:45
ORDER11373,CUST0268,P0112,2,225319,2025-03-12 21:55:53
ORDER11374,CUST0268,P0193,5,277468,2024-04-19 19:30:57
ORDER11375,CUST0268,P0290,1,880359,2023-12-09 23:09:53
ORDER11376,CUST0268,P0284,10,934838,2024-10-16 09:24:31
ORDER11377,CUST0268,P0298,3,482631,2024-07-20 02:19:27
ORDER11378,CUST0268,P0137,2,873742,2023-11-23 09:38:11
ORDER11379,CUST0268,P0086,5,142976,2023-06-25 07:33:53
ORDER11380,CUST0268,P0278,10,962712,2024-09-06 03:12:11
ORDER11381,CUST0268,P0032,5,734265,2025-01-05 13:56:37
ORDER11382,CUST0268,P0111,10,927405,2023-08-11 01:58:28
ORDER11383,CUST0268,P0211,5,37972,2023-05-10 16:40:02
ORDER11384,CUST0268,P0138,2,1393025,2025-02-02 18:32:03
ORDER11385,CUST0268,P0101,3,1089282,2025-01-08 05:31:32
ORDER11386,CUST0268,P0274,3,455351,2024-09-28 11:30:06
ORDER11387,CUST0269,P0272,2,1195004,2023-03-25 18:05:29
ORDER11388,CUST0269,P0093,2,370034,2024-09-26 21:18:24
ORDER11389,CUST0270,P0226,1,1058855,2024-10-17 00:58:11
ORDER11390,CUST0270,P0147,5,475752,2025-01-13 23:16:38
ORDER11391,CUST0270,P0133,1,1439619,2023-07-29 14:22:35
ORDER11392,CUST0270,P0043,5,1305509,2024-01-20 06:42:01
ORDER11393,CUST0270,P0035,5,1483989,2023-10-28 03:09:54
ORDER11394,CUST0271,P0190,1,744759,2024-01-12 13:27:56
ORDER11395,CUST0271,P0015,2,1339174,2023-04-11 17:02:52
ORDER11396,CUST0272,P0129,10,326189,2024-02-21 00:28:41
ORDER11397,CUST0272,P0117,5,95936,2024-08-29 09:00:36
ORDER11398,CUST0272,P0064,5,627723,2023-06-09 18:56:26
ORDER11399,CUST0272,P0242,10,1134297,2024-01-09 06:34:51
ORDER11400,CUST0272,P0076,10,10597,2023-07-11 19:43:54
ORDER11401,CUST0272,P0126,5,139260,2023-07-24 12:59:52
ORDER11402,CUST0272,P0138,10,1393025,2024-04-01 03:24:17
ORDER11403,CUST0272,P0211,2,37972,2023-02-20 09:11:25
ORDER11404,CUST0272,P0159,5,1251236,2024-10-17 07:07:46
ORDER11405,CUST0272,P0294,1,778461,2023-12-30 20:42:01
ORDER11406,CUST0273,P0299,2,1268620,2024-10-06 07:57:57
ORDER11407,CUST0273,P0213,10,520344,2023-12-14 23:18:04
ORDER11408,CUST0273,P0297,10,16103,2024-06-14 01:54:46
ORDER11409,CUST0273,P0263,2,190782,2024-10-16 13:16:20
ORDER11410,CUST0273,P0062,3,501977,2023-01-13 14:51:27
ORDER11411,CUST0274,P0103,5,934641,2023-03-28 03:25:12
ORDER11412,CUST0275,P0292,5,342849,2023-07-19 09:40:02
ORDER11413,CUST0275,P0047,2,1377337,2025-01-15 01:20:17
ORDER11414,CUST0275,P0184,10,582722,2025-04-07 10:19:58
ORDER11415,CUST0275,P0177,10,54759,2024-04-17 14:08:56
ORDER11416,CUST0275,P0168,1,346099,2025-03-26 00:20:22
ORDER11417,CUST0275,P0262,2,1476322,2023-10-02 13:11:17
ORDER11418,CUST0275,P0125,2,806756,2024-01-27 23:36:08
ORDER11419,CUST0275,P0157,1,1039332,2023-04-03 13:32:32
ORDER11420,CUST0275,P0248,1,67319,2025-02-22 07:09:46
ORDER11421,CUST0275,P0296,10,928656,2024-01-27 16:25:47
ORDER11422,CUST0275,P0124,3,829631,2024-01-16 01:49:25
ORDER11423,CUST0275,P0118,3,380084,2024-11-04 09:08:56
ORDER11424,CUST0275,P0297,2,16103,2023-07-14 14:10:54
ORDER11425,CUST0275,P0256,2,978626,2025-01-23 14:28:03
ORDER11426,CUST0275,P0050,3,113369,2024-01-10 18:10:35
ORDER11427,CUST0276,P0241,10,921383,2024-02-15 01:59:50
ORDER11428,CUST0277,P0290,10,880359,2024-08-01 00:01:02
ORDER11429,CUST0277,P0027,10,1489355,2023-09-25 23:19:59
ORDER11430,CUST0278,P0215,3,1453982,2024-04-02 11:17:45
ORDER11431,CUST0279,P0051,5,248074,2023-04-12 09:28:37
ORDER11432,CUST0279,P0216,1,423345,2024-03-06 11:54:53
ORDER11433,CUST0279,P0204,2,154780,2023-02-23 13:24:18
ORDER11434,CUST0279,P0151,3,1452123,2023-09-09 18:17:17
ORDER11435,CUST0279,P0107,5,314127,2024-07-03 19:13:49
ORDER11436,CUST0279,P0270,10,1289589,2024-12-18 17:58:24
ORDER11437,CUST0279,P0273,5,876710,2023-08-11 08:30:29
ORDER11438,CUST0279,P0265,2,1336751,2024-07-30 14:11:22
ORDER11439,CUST0279,P0135,10,1057486,2023-01-14 07:33:23
ORDER11440,CUST0279,P0003,5,1022091,2024-08-02 20:17:45
ORDER11441,CUST0280,P0281,3,364181,2025-02-18 12:48:01
ORDER11442,CUST0280,P0205,10,1269772,2024-07-15 23:48:21
ORDER11443,CUST0280,P0060,10,1402733,2023-11-13 17:08:30
ORDER11444,CUST0281,P0032,1,734265,2024-05-23 22:53:01
ORDER11445,CUST0282,P0162,5,489393,2024-11-16 14:25:01
ORDER11446,CUST0282,P0263,5,190782,2024-01-22 10:10:03
ORDER11447,CUST0282,P0238,3,929398,2025-03-19 08:21:53
ORDER11448,CUST0282,P0110,2,1438946,2024-01-26 03:22:31
ORDER11449,CUST0282,P0033,2,1376393,2024-03-18 19:24:02
ORDER11450,CUST0283,P0225,10,241488,2023-02-06 18:39:54
ORDER11451,CUST0283,P0090,2,360584,2024-04-11 01:22:43
ORDER11452,CUST0284,P0176,3,1387773,2025-03-13 11:11:56
ORDER11453,CUST0284,P0019,3,1239281,2024-08-03 02:32:20
ORDER11454,CUST0284,P0140,1,245215,2024-03-14 21:08:46
ORDER11455,CUST0285,P0079,1,737344,2025-02-21 20:28:42
ORDER11456,CUST0285,P0273,5,876710,2025-02-03 09:37:56
ORDER11457,CUST0285,P0241,5,921383,2024-09-22 15:35:26
ORDER11458,CUST0286,P0110,3,1438946,2023-03-04 18:24:55
ORDER11459,CUST0286,P0298,3,482631,2024-11-29 00:43:45
ORDER11460,CUST0286,P0157,5,1039332,2023-07-16 17:51:46
ORDER11461,CUST0287,P0234,3,1388550,2023-02-20 14:25:33
ORDER11462,CUST0288,P0110,10,1438946,2025-02-18 21:58:20
ORDER11463,CUST0288,P0039,1,999238,2024-07-03 05:34:01
ORDER11464,CUST0289,P0050,3,113369,2025-02-11 17:37:28
ORDER11465,CUST0289,P0061,3,1214035,2024-10-20 05:27:23
ORDER11466,CUST0289,P0002,3,310200,2023-02-15 19:43:41
ORDER11467,CUST0290,P0053,3,165087,2023-09-02 17:10:53
ORDER11468,CUST0290,P0280,10,1347232,2025-02-09 04:32:53
ORDER11469,CUST0290,P0254,1,1464428,2024-02-23 15:18:14
ORDER11470,CUST0291,P0232,3,846662,2024-12-05 22:44:36
ORDER11471,CUST0292,P0174,10,1271700,2025-01-26 14:58:10
ORDER11472,CUST0292,P0016,10,1172540,2024-02-23 12:11:55
ORDER11473,CUST0292,P0184,10,582722,2023-04-22 07:14:54
ORDER11474,CUST0292,P0283,3,1144387,2023-06-23 19:32:17
ORDER11475,CUST0292,P0296,2,928656,2023-07-02 03:22:54
ORDER11476,CUST0292,P0239,1,458782,2024-04-16 17:05:59
ORDER11477,CUST0292,P0165,1,401997,2025-02-02 00:27:22
ORDER11478,CUST0292,P0094,2,617731,2024-07-20 22:07:13
ORDER11479,CUST0292,P0052,10,151130,2023-02-04 09:05:51
ORDER11480,CUST0292,P0287,1,424895,2023-04-14 10:09:58
ORDER11481,CUST0293,P0167,3,311368,2023-10-28 12:01:43
ORDER11482,CUST0293,P0051,2,248074,2024-10-06 07:39:45
ORDER11483,CUST0293,P0225,10,241488,2023-09-17 20:34:23
ORDER11484,CUST0293,P0292,3,342849,2023-03-03 15:00:27
ORDER11485,CUST0293,P0231,2,1024092,2024-03-08 06:48:45
ORDER11486,CUST0293,P0145,3,268601,2024-04-27 12:26:40
ORDER11487,CUST0293,P0089,3,365552,2025-04-04 22:04:08
ORDER11488,CUST0293,P0060,5,1402733,2024-04-22 04:25:11
ORDER11489,CUST0293,P0218,3,802305,2023-09-10 16:59:21
ORDER11490,CUST0293,P0098,10,74841,2023-01-18 17:07:42
ORDER11491,CUST0293,P0251,3,952081,2024-06-10 04:11:33
ORDER11492,CUST0293,P0037,2,165075,2024-09-01 15:03:00
ORDER11493,CUST0293,P0076,10,10597,2023-10-26 00:37:12
ORDER11494,CUST0293,P0147,2,475752,2023-11-24 21:27:48
ORDER11495,CUST0293,P0241,5,921383,2024-03-08 12:16:17
ORDER11496,CUST0293,P0272,1,1195004,2023-07-31 08:37:56
ORDER11497,CUST0293,P0190,10,744759,2023-09-08 03:01:56
ORDER11498,CUST0293,P0022,10,1206815,2024-08-26 17:33:04
ORDER11499,CUST0293,P0274,5,455351,2024-05-05 16:03:04
ORDER11500,CUST0293,P0117,5,95936,2025-02-21 17:08:44
ORDER11501,CUST0294,P0118,10,380084,2024-03-29 20:04:08
ORDER11502,CUST0294,P0024,3,1144027,2024-07-23 05:47:45
ORDER11503,CUST0294,P0282,10,378408,2024-09-11 15:58:06
ORDER11504,CUST0294,P0189,5,1091976,2023-01-31 02:39:21
ORDER11505,CUST0294,P0250,5,106429,2023-01-15 00:14:47
ORDER11506,CUST0295,P0045,3,50511,2023-12-14 14:38:40
ORDER11507,CUST0295,P0243,1,195833,2023-12-02 02:19:10
ORDER11508,CUST0295,P0107,2,314127,2025-02-20 14:37:44
ORDER11509,CUST0295,P0198,3,782381,2024-09-07 06:29:16
ORDER11510,CUST0295,P0204,2,154780,2025-02-11 17:23:20
ORDER11511,CUST0295,P0214,2,5609,2025-02-24 22:42:57
ORDER11512,CUST0295,P0039,10,999238,2024-03-03 13:26:31
ORDER11513,CUST0295,P0227,1,132970,2023-07-16 14:22:19
ORDER11514,CUST0295,P0050,2,113369,2024-09-26 10:57:14
ORDER11515,CUST0295,P0006,5,1447006,2024-02-01 12:12:26
ORDER11516,CUST0296,P0058,2,1116925,2024-07-03 01:20:30
ORDER11517,CUST0296,P0048,1,200812,2023-01-08 01:24:42
ORDER11518,CUST0296,P0261,2,357531,2023-05-29 00:52:54
ORDER11519,CUST0297,P0142,1,1149290,2024-10-22 01:49:27
ORDER11520,CUST0298,P0057,2,656967,2023-12-02 18:55:35
ORDER11521,CUST0299,P0220,5,112537,2023-07-14 17:09:24
ORDER11522,CUST0300,P0270,3,1289589,2023-06-02 16:02:50
ORDER11523,CUST0300,P0139,3,381086,2024-06-09 20:38:45
ORDER11524,CUST0300,P0052,3,151130,2024-12-16 21:39:26
ORDER11525,CUST0301,P0255,10,644240,2023-04-15 04:41:53
ORDER11526,CUST0301,P0273,3,876710,2023-08-25 01:35:29
ORDER11527,CUST0301,P0124,3,829631,2023-06-14 06:30:25
ORDER11528,CUST0302,P0076,3,10597,2023-04-30 16:14:38
ORDER11529,CUST0302,P0007,2,400157,2023-04-06 17:54:05
ORDER11530,CUST0302,P0191,3,553480,2023-01-20 02:01:02
ORDER11531,CUST0302,P0005,1,1150718,2023-02-09 20:27:00
ORDER11532,CUST0302,P0181,3,743206,2023-05-20 08:45:35
ORDER11533,CUST0303,P0199,2,1262519,2023-05-06 04:37:01
ORDER11534,CUST0304,P0065,2,318626,2024-06-01 02:38:33
ORDER11535,CUST0305,P0038,2,1365584,2024-08-23 09:36:43
ORDER11536,CUST0305,P0272,3,1195004,2024-01-02 12:46:49
ORDER11537,CUST0306,P0295,1,553858,2023-05-09 02:37:28
ORDER11538,CUST0307,P0046,3,1072443,2025-02-28 20:14:58
ORDER11539,CUST0308,P0115,1,162348,2023-06-04 21:38:01
ORDER11540,CUST0308,P0051,1,248074,2023-05-10 05:50:33
ORDER11541,CUST0309,P0067,2,543586,2024-05-13 17:28:41
ORDER11542,CUST0309,P0076,1,10597,2023-10-05 16:36:35
ORDER11543,CUST0310,P0145,1,268601,2024-05-07 20:57:34
ORDER11544,CUST0311,P0059,2,525670,2024-02-07 05:41:05
ORDER11545,CUST0311,P0162,5,489393,2023-07-21 11:20:17
ORDER11546,CUST0312,P0055,2,908010,2025-02-23 17:31:18
ORDER11547,CUST0313,P0290,5,880359,2023-05-13 03:31:35
ORDER11548,CUST0313,P0069,3,561134,2024-02-01 02:50:42
ORDER11549,CUST0313,P0056,10,1097858,2023-12-02 19:04:38
ORDER11550,CUST0313,P0012,10,946097,2024-12-15 17:51:45
ORDER11551,CUST0313,P0199,5,1262519,2023-11-07 06:30:52
ORDER11552,CUST0313,P0185,5,1183931,2024-07-30 17:12:08
ORDER11553,CUST0313,P0273,3,876710,2023-01-01 17:11:29
ORDER11554,CUST0313,P0038,1,1365584,2024-05-13 09:23:37
ORDER11555,CUST0313,P0031,1,1477583,2023-11-11 20:13:06
ORDER11556,CUST0313,P0155,2,998733,2024-10-20 08:56:51
ORDER11557,CUST0314,P0131,2,1235993,2023-03-11 09:10:45
ORDER11558,CUST0314,P0119,2,1492368,2023-08-24 16:29:05
ORDER11559,CUST0314,P0146,3,235405,2024-11-13 16:47:32
ORDER11560,CUST0314,P0134,2,859936,2025-02-10 08:16:36
ORDER11561,CUST0314,P0057,1,656967,2024-01-24 12:12:22
ORDER11562,CUST0314,P0039,1,999238,2024-03-06 04:47:55
ORDER11563,CUST0314,P0288,3,330155,2024-05-01 07:43:59
ORDER11564,CUST0314,P0117,2,95936,2023-12-12 02:23:09
ORDER11565,CUST0314,P0040,2,203541,2023-07-29 16:30:44
ORDER11566,CUST0314,P0172,10,700575,2024-06-08 23:19:42
ORDER11567,CUST0314,P0200,3,981580,2024-06-26 00:39:59
ORDER11568,CUST0314,P0057,1,656967,2024-10-11 23:06:32
ORDER11569,CUST0314,P0010,3,665409,2023-12-04 08:13:15
ORDER11570,CUST0314,P0009,1,1477570,2024-05-14 00:48:18
ORDER11571,CUST0314,P0020,3,825829,2023-03-22 08:22:31
ORDER11572,CUST0315,P0088,10,1291717,2024-01-07 08:16:45
ORDER11573,CUST0315,P0046,1,1072443,2024-07-07 12:16:31
ORDER11574,CUST0315,P0227,5,132970,2024-12-10 01:15:50
ORDER11575,CUST0315,P0187,10,312406,2025-01-04 23:00:27
ORDER11576,CUST0315,P0286,10,1223725,2023-12-13 04:38:01
ORDER11577,CUST0315,P0053,3,165087,2024-11-30 23:44:17
ORDER11578,CUST0315,P0049,1,238811,2024-04-14 20:25:21
ORDER11579,CUST0315,P0084,3,957018,2024-04-13 07:50:30
ORDER11580,CUST0315,P0257,1,683538,2023-08-19 20:29:34
ORDER11581,CUST0315,P0189,1,1091976,2023-08-23 19:33:29
ORDER11582,CUST0316,P0292,3,342849,2023-08-03 19:03:02
ORDER11583,CUST0317,P0294,2,778461,2023-10-20 12:38:02
ORDER11584,CUST0317,P0157,10,1039332,2024-06-18 17:02:02
ORDER11585,CUST0317,P0052,3,151130,2024-11-03 03:00:26
ORDER11586,CUST0318,P0103,1,934641,2024-12-23 05:06:19
ORDER11587,CUST0318,P0144,10,888928,2024-06-03 12:23:09
ORDER11588,CUST0318,P0031,10,1477583,2023-04-20 01:37:39
ORDER11589,CUST0319,P0131,2,1235993,2024-10-18 23:30:43
ORDER11590,CUST0319,P0256,1,978626,2023-07-13 09:30:45
ORDER11591,CUST0320,P0135,1,1057486,2024-04-15 16:48:43
ORDER11592,CUST0320,P0228,5,1099971,2024-09-26 17:27:05
ORDER11593,CUST0321,P0184,1,582722,2023-01-18 10:39:28
ORDER11594,CUST0322,P0293,3,820660,2023-08-07 12:07:47
ORDER11595,CUST0322,P0165,5,401997,2023-02-17 16:15:05
ORDER11596,CUST0323,P0002,1,310200,2023-04-19 09:08:52
ORDER11597,CUST0323,P0001,10,1219423,2023-06-17 15:40:00
ORDER11598,CUST0324,P0109,10,1057651,2025-01-28 23:24:17
ORDER11599,CUST0324,P0214,3,5609,2023-03-10 13:52:56
ORDER11600,CUST0324,P0007,1,400157,2024-09-22 04:26:55
ORDER11601,CUST0324,P0042,3,570537,2023-08-07 09:50:49
ORDER11602,CUST0324,P0269,2,1036911,2023-06-20 10:00:27
ORDER11603,CUST0324,P0291,10,900127,2025-01-18 11:56:59
ORDER11604,CUST0324,P0181,5,743206,2024-01-03 09:42:38
ORDER11605,CUST0324,P0167,5,311368,2024-02-12 21:14:19
ORDER11606,CUST0324,P0176,3,1387773,2024-12-17 07:34:17
ORDER11607,CUST0324,P0227,1,132970,2023-12-25 00:07:22
ORDER11608,CUST0324,P0075,3,941544,2024-10-08 14:58:56
ORDER11609,CUST0324,P0285,10,1243004,2023-12-27 17:29:15
ORDER11610,CUST0324,P0084,10,957018,2023-09-22 00:08:04
ORDER11611,CUST0324,P0035,3,1483989,2023-07-17 04:09:44
ORDER11612,CUST0324,P0276,10,538472,2023-08-20 10:14:55
ORDER11613,CUST0324,P0114,1,627436,2025-03-27 09:31:09
ORDER11614,CUST0324,P0055,3,908010,2023-08-30 21:39:43
ORDER11615,CUST0324,P0140,2,245215,2024-11-06 07:27:38
ORDER11616,CUST0324,P0177,1,54759,2023-08-07 05:08:50
ORDER11617,CUST0324,P0087,5,1212418,2023-09-12 00:12:43
ORDER11618,CUST0325,P0052,10,151130,2024-08-26 08:07:14
ORDER11619,CUST0326,P0173,2,468670,2024-04-06 05:09:53
ORDER11620,CUST0326,P0164,2,419885,2023-05-18 01:09:42
ORDER11621,CUST0326,P0109,5,1057651,2025-01-19 18:51:13
ORDER11622,CUST0327,P0109,3,1057651,2025-01-16 10:10:50
ORDER11623,CUST0328,P0184,2,582722,2024-06-21 06:59:08
ORDER11624,CUST0328,P0114,1,627436,2024-07-23 01:07:20
ORDER11625,CUST0329,P0038,5,1365584,2023-11-30 23:34:51
ORDER11626,CUST0329,P0197,10,1037925,2023-11-01 20:53:04
ORDER11627,CUST0329,P0215,10,1453982,2024-02-06 04:15:16
ORDER11628,CUST0329,P0187,1,312406,2024-02-01 08:42:12
ORDER11629,CUST0329,P0097,3,602582,2023-01-15 09:37:17
ORDER11630,CUST0329,P0267,10,1040583,2024-09-24 22:22:22
ORDER11631,CUST0329,P0013,5,162104,2024-09-25 20:49:08
ORDER11632,CUST0329,P0067,3,543586,2023-03-29 15:47:07
ORDER11633,CUST0329,P0138,5,1393025,2024-05-15 02:48:51
ORDER11634,CUST0329,P0221,10,462567,2023-12-03 18:48:39
ORDER11635,CUST0330,P0256,3,978626,2023-04-05 02:22:22
ORDER11636,CUST0330,P0169,10,68442,2024-06-20 22:22:32
ORDER11637,CUST0330,P0060,1,1402733,2023-06-20 09:11:56
ORDER11638,CUST0331,P0205,3,1269772,2023-07-20 20:03:35
ORDER11639,CUST0332,P0191,1,553480,2024-04-20 03:51:43
ORDER11640,CUST0333,P0254,1,1464428,2023-08-31 17:31:12
ORDER11641,CUST0334,P0099,3,169113,2024-07-15 19:55:09
ORDER11642,CUST0334,P0243,2,195833,2023-03-08 01:06:49
ORDER11643,CUST0334,P0249,10,335083,2024-05-12 14:02:07
ORDER11644,CUST0335,P0056,1,1097858,2024-07-15 02:29:51
ORDER11645,CUST0335,P0189,10,1091976,2024-03-11 14:07:53
ORDER11646,CUST0335,P0203,5,184722,2023-04-22 10:02:57
ORDER11647,CUST0336,P0209,3,353641,2023-07-02 05:28:59
ORDER11648,CUST0336,P0084,2,957018,2024-03-04 22:36:00
ORDER11649,CUST0336,P0026,5,1087640,2024-10-21 15:15:29
